,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_desc,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count.1,start,end,event,two_year_recid,length_of_stay,length_of_stay.1,length_of_stay.2
3425,0,2,1,0,7,0,0,2,22,1,0,1,10,0,0,7,1,0,5,1,2,1,18,1,1,1,7,1
3893,0,2,0,0,3,0,0,4,22,1,1,1,2,1,0,3,0,0,3,0,4,1,25,1,1,1,0,0
4317,1,5,1,0,5,0,0,6,22,1,0,1,112,0,0,5,1,0,1,0,6,1,22,0,1,1,0,1
3038,0,2,0,0,10,1,1,10,22,1,0,1,70,0,0,10,2,0,6,1,10,0,12,1,1,1,0,0
3063,0,4,0,0,6,0,0,7,22,1,0,1,62,0,0,6,1,0,3,0,7,1,34,1,1,1,0,0
5125,0,3,0,0,6,0,0,3,22,1,0,1,8,0,0,6,1,0,4,0,3,1,40,0,1,1,0,0
3218,0,4,0,0,7,0,0,1,22,1,1,1,2,1,0,7,1,0,4,0,1,1,30,0,0,1,0,0
2803,1,2,0,0,7,0,0,2,63,1,1,1,4,1,0,7,1,0,5,1,2,0,50,1,1,1,0,0
4243,0,3,0,3,8,0,0,16,21,1,0,1,12,0,0,8,2,0,7,1,16,0,42,1,1,1,2,0
2771,0,2,1,0,8,1,1,2,22,1,0,1,43,0,0,8,2,0,7,1,2,1,8,1,1,1,5,1
3377,0,2,0,1,10,0,0,7,22,1,0,1,10,0,0,10,2,0,10,2,7,1,29,0,1,1,18,0
3357,0,5,0,0,6,0,0,6,22,1,1,1,9,0,0,6,1,0,3,0,6,0,1,1,1,1,7,0
3152,0,3,1,0,1,0,0,2,57,1,1,1,53,0,0,1,0,0,1,0,2,0,38,1,1,1,1,0
3343,0,2,0,0,8,4,0,7,21,1,0,1,10,0,0,8,2,0,9,2,7,0,17,1,1,1,10,0
3787,1,3,0,0,4,0,0,2,21,1,0,1,38,0,0,4,0,0,2,0,2,0,8,0,1,1,0,1
4111,1,5,1,0,1,0,0,0,22,1,1,1,149,0,0,1,0,0,1,0,0,0,17,1,1,1,0,0
5298,0,5,0,0,8,0,0,8,20,1,0,1,5,0,0,8,2,0,6,1,8,0,14,0,1,1,0,1
2515,0,2,1,0,8,0,0,0,22,1,0,1,160,1,0,8,2,0,7,1,0,0,25,1,1,1,5,0
3309,0,2,0,0,6,2,0,7,22,1,0,1,9,1,0,6,1,0,8,2,7,1,9,1,1,1,0,0
2756,0,3,0,0,6,0,0,8,22,1,1,1,106,0,0,6,1,0,7,1,8,1,14,1,1,1,0,0
5519,0,3,0,2,10,0,0,8,19,1,0,1,66,0,0,10,2,0,7,1,8,0,24,1,1,1,0,0
2570,0,2,0,0,3,0,2,0,22,1,0,1,7,0,0,3,0,0,5,1,0,1,26,1,1,1,16,4
4776,0,2,0,0,7,0,0,3,22,1,0,1,10,0,0,7,1,0,6,1,3,1,3,1,1,1,1,0
2223,0,3,0,0,6,0,0,10,21,1,0,1,17,0,0,6,1,0,4,0,10,0,22,1,1,1,1,0
1540,1,4,1,0,2,0,0,2,22,1,1,1,14,0,0,2,0,0,1,0,2,1,21,1,1,1,0,0
1444,1,2,0,0,5,0,0,3,30,1,0,1,17,0,0,5,1,0,3,0,3,0,9,1,1,1,0,0
456,0,2,0,0,6,0,0,1,22,1,1,1,56,0,0,6,1,0,3,0,1,0,0,1,1,1,2,0
6684,1,4,0,0,10,0,0,25,22,1,0,1,82,0,0,10,2,0,5,1,25,1,19,1,1,1,1,0
6246,0,2,0,0,5,1,0,2,22,1,0,1,2,1,0,5,1,0,5,1,2,0,15,1,1,1,13,0
1259,0,3,1,0,6,0,0,9,22,1,1,1,13,0,0,6,1,0,5,1,9,0,3,1,1,1,2,0
848,1,3,1,0,2,0,0,1,22,1,1,1,90,0,0,2,0,0,1,0,1,1,29,1,1,1,0,0
1704,0,2,0,0,6,0,0,3,22,1,1,1,29,0,0,6,1,0,4,0,3,1,7,1,1,1,0,0
144,0,3,0,1,8,1,0,9,22,1,0,1,9,0,0,8,2,0,4,0,9,1,11,1,1,1,0,0
468,0,3,0,0,7,0,1,8,22,1,0,1,13,0,0,7,1,0,4,0,8,1,1,1,1,1,0,0
865,0,2,0,0,9,0,0,0,22,1,0,1,92,1,0,9,2,0,8,2,0,1,5,1,1,1,1,0
2073,0,2,0,0,6,2,1,13,22,1,0,1,73,0,0,6,1,0,3,0,13,1,1,1,1,1,0,0
2074,0,3,1,0,5,0,0,2,22,1,0,1,37,0,0,5,1,0,3,0,2,0,12,0,1,1,0,0
883,0,3,0,0,10,0,1,25,10,1,1,1,5,0,0,10,2,0,7,1,25,0,37,1,1,1,0,0
134,1,2,1,0,4,1,0,10,22,1,0,1,27,0,0,4,0,0,2,0,10,0,3,0,1,1,2,0
1483,0,2,1,0,9,0,1,5,22,1,1,1,62,1,0,9,2,0,8,2,5,1,29,1,1,1,0,0
1692,1,3,1,0,6,0,0,1,22,1,0,1,139,0,0,6,1,0,2,0,1,1,26,1,1,1,2,0
752,0,2,0,0,5,0,2,0,22,1,0,1,54,0,0,5,1,0,8,2,0,1,28,1,1,1,0,0
2127,0,5,0,0,2,0,0,4,20,1,1,1,30,0,0,2,0,0,2,0,4,0,69,1,0,1,0,0
892,0,2,0,0,7,0,0,9,22,1,0,1,2,1,0,7,1,0,7,1,9,1,8,0,1,1,3,0
1652,0,2,0,0,3,0,0,5,25,1,0,1,8,0,0,3,0,0,3,0,5,0,3,0,1,1,0,0
2141,0,3,1,0,4,0,0,3,22,1,0,1,17,1,0,4,0,0,4,0,3,1,13,1,1,1,0,0
911,0,4,0,0,2,0,0,2,22,1,0,1,97,0,0,2,0,0,2,0,2,1,8,1,1,1,1,0
451,1,4,0,0,10,0,0,2,22,1,0,1,55,0,0,10,2,0,8,2,2,1,12,1,1,1,0,0
6274,0,2,0,0,3,0,2,0,22,1,0,1,54,0,0,3,0,0,5,1,0,0,3,1,1,1,0,0
489,0,5,0,0,7,0,0,5,22,1,0,1,12,0,0,7,1,0,5,1,5,1,6,1,1,1,4,0
1296,1,2,0,0,8,0,0,0,24,1,0,1,27,0,0,8,2,0,7,1,0,0,2,1,1,1,0,0
1385,0,2,1,0,8,0,0,5,14,1,0,1,113,0,0,8,2,0,5,1,5,0,26,1,1,1,0,0
5997,0,5,1,0,2,0,0,2,22,1,0,1,9,1,0,2,0,0,1,0,2,1,2,1,1,1,25,6
307,0,2,0,0,8,0,1,4,21,1,1,1,8,0,0,8,2,0,5,1,4,0,22,1,1,1,0,0
1890,0,2,0,0,7,0,0,2,22,1,1,1,8,1,0,7,1,0,7,1,2,1,1,0,1,1,0,0
6323,1,2,0,0,9,0,0,9,21,1,1,1,1,1,0,9,2,0,9,2,9,0,8,1,1,1,21,0
6318,0,2,0,0,9,2,2,27,22,1,1,1,260,0,0,9,2,0,10,2,27,1,4,0,1,1,5,0
1357,0,1,0,3,8,0,0,2,21,1,0,1,121,0,0,8,2,0,9,2,2,0,4,0,1,1,0,0
6755,0,2,0,0,7,0,0,0,22,1,0,1,8,0,0,7,1,0,8,2,0,1,15,1,1,1,0,0
6727,0,5,1,0,9,0,0,11,13,1,0,1,5,0,0,9,2,0,6,1,11,0,19,1,1,1,4,1
6762,1,2,1,0,6,0,0,7,26,1,0,1,32,0,0,6,1,0,5,1,7,0,2,1,1,1,0,0
376,0,4,1,0,7,0,0,0,22,1,0,1,9,0,0,7,1,0,9,2,0,0,2,1,1,1,2,0
6725,0,5,1,0,3,0,0,3,22,1,0,1,20,1,0,3,0,0,2,0,3,1,23,1,1,1,2,0
406,0,5,1,0,1,0,0,4,22,1,0,1,52,0,0,1,0,0,1,0,4,0,20,1,1,1,7,1
5953,0,3,0,0,9,0,0,12,22,1,0,1,3,0,0,9,2,0,5,1,12,1,16,0,1,1,4,0
267,0,3,1,0,4,0,0,2,81,3,1,1,5,0,0,4,0,0,3,0,2,0,72,1,0,1,0,0
1978,0,2,0,0,8,0,0,8,22,1,0,1,108,0,0,8,2,0,4,0,8,1,3,0,1,1,7,0
1303,0,5,1,0,1,0,0,7,22,1,0,1,120,1,0,1,0,0,1,0,7,1,2,1,1,1,16,3
7040,1,3,0,0,7,0,1,5,22,1,0,1,2,1,0,7,1,0,3,0,5,0,9,1,1,1,13,3
2019,1,4,0,0,2,0,0,4,15,1,0,1,32,0,0,2,0,0,1,0,4,0,11,1,1,1,0,0
6714,0,3,0,0,6,0,1,10,21,1,0,1,68,0,0,6,1,0,2,0,10,0,7,0,1,1,0,0
2039,0,3,0,0,3,0,0,2,22,1,0,1,55,0,0,3,0,0,2,0,2,1,29,1,1,1,2,0
2147,0,4,0,0,4,0,0,18,22,1,0,1,17,0,0,4,0,0,3,0,18,1,17,1,1,1,0,0
1204,0,4,1,0,2,0,0,0,22,1,0,1,17,0,0,2,0,0,3,0,0,1,33,1,1,1,0,0
103,0,2,1,0,6,1,2,8,22,1,0,1,24,0,0,6,1,0,6,1,8,1,2,1,1,1,0,0
958,0,2,1,0,5,0,0,2,22,1,1,1,36,1,0,5,1,0,6,1,2,1,16,1,1,1,2,0
1512,0,2,0,0,5,0,0,6,22,1,0,1,94,0,0,5,1,0,4,0,6,1,27,1,1,1,4,1
6590,1,3,0,0,2,0,0,0,37,1,0,1,42,1,0,2,0,0,1,0,0,0,18,0,0,1,0,0
6147,0,4,0,0,3,0,0,10,22,1,0,1,5,0,0,3,0,0,2,0,10,1,9,1,1,1,19,4
2215,0,4,0,0,5,0,0,10,22,1,0,1,8,0,0,5,1,0,1,0,10,1,54,1,1,1,0,0
1599,0,2,1,0,3,0,0,0,22,1,0,1,14,0,0,3,0,0,4,0,0,0,15,1,1,1,2,0
539,0,2,1,0,10,0,1,9,20,1,1,1,66,1,0,10,2,0,8,2,9,0,3,1,1,1,23,5
988,0,2,0,0,2,0,0,1,36,1,0,1,62,0,0,2,0,0,4,0,1,0,17,0,1,1,2,0
2234,0,2,1,0,8,0,0,0,22,1,1,1,136,1,0,8,2,0,9,2,0,1,5,1,1,1,3,0
2245,0,2,0,0,5,0,0,7,22,1,0,1,12,0,0,5,1,0,5,1,7,1,4,0,1,1,23,0
1560,0,3,0,0,4,0,1,10,22,1,0,1,32,0,0,4,0,0,3,0,10,1,37,1,1,1,0,0
1089,1,3,1,0,10,0,0,5,22,1,0,1,12,0,0,10,2,0,8,2,5,0,21,1,1,1,2,0
1559,0,3,0,2,8,0,0,15,22,1,0,1,10,0,0,8,2,0,5,1,15,0,9,0,1,1,0,0
36,1,3,1,0,5,0,0,4,22,1,1,1,10,0,0,5,1,0,2,0,4,1,19,1,1,1,0,0
6581,0,6,0,0,9,0,0,22,42,1,1,1,82,0,0,9,2,0,5,1,22,0,24,1,1,1,0,0
1530,1,2,0,0,7,0,0,2,22,1,1,1,118,0,0,7,1,0,8,2,2,1,23,1,1,1,0,0
1535,0,2,0,0,3,0,0,0,22,1,0,1,7,0,0,3,0,0,4,0,0,1,2,1,1,1,1,0
7205,0,2,1,0,10,2,1,5,26,1,1,1,57,1,0,10,2,0,9,2,5,0,4,0,1,1,7,0
14,1,4,1,0,1,0,0,1,21,2,0,1,3,0,0,1,0,0,1,0,1,0,19,1,1,1,11,2
564,0,2,1,0,4,0,0,2,21,1,0,1,10,0,0,4,0,0,3,0,2,0,16,1,1,1,2,0
2281,0,3,1,0,3,0,0,4,13,1,0,1,30,0,0,3,0,0,2,0,4,0,2,1,1,1,3,0
6868,0,2,0,0,7,2,1,3,22,1,1,1,266,1,0,7,1,0,9,2,3,1,11,0,1,1,1,0
1509,0,3,0,0,2,0,0,2,22,1,0,1,14,1,0,2,0,0,4,0,2,1,27,1,1,1,0,0
1600,0,2,0,0,8,0,0,0,22,1,0,1,9,0,0,8,2,0,9,2,0,1,2,0,1,1,1,0
2202,0,5,0,0,7,0,0,6,22,1,0,1,5,0,0,7,1,0,1,0,6,1,3,1,1,1,0,0
503,0,6,0,0,6,0,0,33,22,1,0,1,8,0,0,6,1,0,2,0,33,1,34,1,1,1,0,0
6860,1,2,0,0,4,0,0,5,21,1,0,1,8,0,0,4,0,0,5,1,5,0,16,1,1,1,0,0
6816,1,4,0,3,10,0,0,17,21,1,0,1,32,0,0,10,2,0,7,1,17,0,3,1,1,1,3,0
632,0,2,1,0,5,2,0,3,22,1,0,1,11,0,0,5,1,0,5,1,3,1,10,1,1,1,7,0
1642,0,2,0,0,5,0,0,1,22,1,0,1,106,1,0,5,1,0,8,2,1,0,0,1,1,1,2,0
1630,1,3,1,0,6,0,0,6,22,1,0,1,32,0,0,6,1,0,2,0,6,0,2,1,1,1,1,0
6503,0,2,1,0,4,1,0,4,22,1,1,1,261,0,0,4,0,0,4,0,4,0,25,0,1,1,0,0
6492,0,2,0,0,6,0,0,6,96,1,0,1,8,0,0,6,1,0,6,1,6,0,91,1,0,1,0,0
6489,1,3,1,0,9,0,0,10,24,1,0,1,2,1,0,9,2,0,5,1,10,0,1,0,1,1,0,0
84,0,2,0,1,10,6,1,14,22,1,0,1,9,1,0,10,2,0,10,2,14,0,8,1,1,1,1,0
99,0,1,0,0,4,0,0,1,21,1,1,1,23,1,0,4,0,0,7,1,1,0,9,1,1,1,0,0
6862,0,3,0,0,6,0,0,12,22,1,0,1,36,0,0,6,1,0,2,0,12,0,4,1,1,0,0,0
4884,0,2,0,0,4,0,0,2,22,1,0,1,226,0,0,4,0,0,5,1,2,0,7,0,0,0,0,0
4861,1,2,0,0,4,0,0,3,20,1,0,1,0,0,0,4,0,0,3,0,3,0,19,1,1,0,0,0
4915,0,2,0,0,4,0,0,3,22,1,1,1,136,1,0,4,0,0,5,1,3,0,5,1,1,0,0,0
6810,0,2,0,0,9,0,0,10,22,1,0,1,5,0,0,9,2,0,6,1,10,0,13,1,1,0,2,0
6766,0,4,0,0,1,0,0,3,22,1,0,1,79,0,0,1,0,0,1,0,3,0,20,1,1,0,0,0
4869,0,2,1,0,2,0,0,0,22,1,0,1,9,1,0,2,0,0,3,0,0,0,35,1,1,0,0,0
6866,0,3,0,0,1,0,0,0,22,1,1,1,2,1,0,1,0,0,1,0,0,0,74,1,0,0,0,0
6750,0,3,0,0,5,0,0,3,22,1,1,1,17,1,0,5,1,0,5,1,3,0,38,0,1,0,0,0
6756,0,2,0,0,6,0,0,0,22,1,0,1,39,0,0,6,1,0,7,1,0,0,4,1,1,0,0,0
4924,0,2,0,0,8,0,0,0,22,1,0,1,95,0,0,8,2,0,7,1,0,0,0,1,1,0,10,2
6815,0,2,1,0,4,0,0,3,22,1,0,1,43,0,0,4,0,0,2,0,3,0,11,1,1,0,2,0
4872,0,5,0,0,7,0,0,0,22,1,0,1,18,0,0,7,1,0,7,1,0,0,4,1,1,0,0,0
6753,0,2,0,0,3,0,0,1,22,1,0,1,9,0,0,3,0,0,4,0,1,0,10,1,1,0,0,0
6813,0,2,0,0,6,1,0,3,22,1,1,1,62,0,0,6,1,0,5,1,3,0,0,1,1,0,0,0
4885,0,2,0,0,5,0,0,0,22,1,0,1,227,0,0,5,1,0,4,0,0,0,51,1,1,0,0,0
4914,0,2,1,0,8,0,1,0,22,1,0,1,20,1,0,8,2,0,7,1,0,0,7,1,1,0,5,1
4839,0,2,0,0,4,0,0,2,22,1,1,1,11,0,0,4,0,0,5,1,2,0,15,1,1,0,0,0
4857,0,2,1,1,6,1,1,4,22,1,1,1,11,0,0,6,1,0,3,0,4,0,59,1,1,0,0,0
6806,0,2,1,0,6,0,1,0,22,1,1,1,8,0,0,6,1,0,6,1,0,0,20,1,1,0,0,0
6803,0,2,0,0,4,0,0,0,22,1,1,1,54,0,0,4,0,0,4,0,0,0,34,0,1,0,0,0
4845,0,5,1,0,1,0,0,1,22,1,0,1,225,0,0,1,0,0,1,0,1,0,4,1,1,0,0,0
4898,0,2,0,0,8,0,0,10,22,1,0,1,189,0,0,8,2,0,7,1,10,0,6,1,1,0,2,0
4899,0,3,0,0,5,0,0,3,22,1,1,1,10,0,0,5,1,0,6,1,3,0,12,1,1,0,0,0
6843,0,2,0,0,2,0,0,2,22,1,1,1,13,1,0,2,0,0,3,0,2,0,6,1,1,0,0,0
6809,1,2,0,0,6,0,0,1,24,1,0,1,2,1,0,6,1,0,5,1,1,0,2,1,1,0,0,1
4901,0,2,0,0,6,1,2,2,22,1,0,1,32,0,0,6,1,0,5,1,2,0,23,0,1,0,11,0
4865,0,2,0,0,7,0,0,3,22,1,0,1,32,0,0,7,1,0,5,1,3,0,11,1,1,0,0,0
6796,0,2,0,1,9,0,0,3,22,1,0,1,11,0,0,9,2,0,9,2,3,0,0,1,1,0,6,0
4905,0,4,1,0,7,0,0,2,22,1,0,1,11,0,0,7,1,0,8,2,2,0,12,0,1,0,0,0
6780,1,3,1,0,2,0,1,0,22,1,0,1,17,0,0,2,0,0,1,0,0,0,5,1,1,0,0,0
4843,0,2,1,0,3,0,0,2,22,1,0,1,9,0,0,3,0,0,5,1,2,0,4,1,1,0,0,0
6776,0,2,0,0,6,0,0,0,22,1,0,1,66,0,0,6,1,0,8,2,0,0,30,1,1,0,0,0
4911,0,3,0,0,6,0,0,4,22,1,0,1,8,0,0,6,1,0,2,0,4,0,7,1,1,0,3,0
4842,0,2,0,0,7,0,0,5,22,1,0,1,8,0,0,7,1,0,8,2,5,0,26,1,1,0,0,0
4840,0,3,0,0,6,0,0,3,22,1,1,1,17,0,0,6,1,0,5,1,3,0,35,1,1,0,0,0
6767,0,3,0,2,9,1,0,8,34,1,1,1,18,0,0,9,2,0,7,1,8,0,8,1,1,0,0,0
4925,0,4,1,0,1,0,0,1,20,1,1,1,73,0,0,1,0,0,1,0,1,0,69,1,0,0,0,0
5795,0,2,0,0,7,0,0,1,22,1,0,1,10,0,0,7,1,0,8,2,1,0,5,1,1,0,2,0
6742,0,2,0,0,5,0,0,6,22,1,0,1,5,0,0,5,1,0,3,0,6,0,9,1,1,0,2,0
5061,0,2,0,0,5,0,0,2,22,1,0,1,11,0,0,5,1,0,3,0,2,0,23,0,1,0,0,0
6611,0,2,0,0,4,0,0,1,43,3,0,1,2,1,0,4,0,0,3,0,1,0,25,1,1,0,0,0
6612,1,3,0,0,3,0,0,2,22,1,0,1,65,0,0,3,0,0,1,0,2,0,30,0,1,0,0,0
6620,0,6,0,0,2,0,0,5,22,1,0,1,9,0,0,2,0,0,1,0,5,0,28,1,1,0,0,0
5070,0,3,0,2,7,0,1,8,22,1,0,1,5,0,0,7,1,0,3,0,8,0,9,0,1,0,0,0
6624,0,2,0,0,3,0,0,3,22,1,0,1,95,0,0,3,0,0,4,0,3,0,23,1,1,0,2,0
5065,0,2,0,0,4,0,0,0,22,1,0,1,8,0,0,4,0,0,5,1,0,0,0,1,1,0,0,0
6627,1,4,0,0,4,0,0,7,22,1,0,1,102,0,0,4,0,0,2,0,7,0,1,1,1,0,3,0
6629,0,2,0,0,5,0,0,2,20,1,1,1,12,0,0,5,1,0,4,0,2,0,46,1,1,0,0,0
4931,0,2,0,0,7,0,0,0,22,1,0,1,13,1,0,7,1,0,7,1,0,0,5,1,1,0,4,1
5058,0,3,0,0,8,0,4,11,22,1,0,1,9,1,0,8,2,0,8,2,11,0,9,1,1,0,0,0
6632,0,2,0,0,9,0,0,2,22,1,0,1,7,0,0,9,2,0,10,2,2,0,2,0,1,0,0,0
6634,0,2,0,0,9,0,0,7,22,1,0,1,9,0,0,9,2,0,9,2,7,0,0,0,1,0,0,0
6637,0,5,0,0,1,0,0,5,22,1,0,1,2,1,0,1,0,0,1,0,5,0,11,1,1,0,0,0
5053,0,4,1,0,3,0,0,14,22,1,0,1,228,0,0,3,0,0,4,0,14,0,5,0,1,0,0,0
6646,0,3,0,0,3,0,0,2,22,1,0,1,9,0,0,3,0,0,2,0,2,0,32,1,1,0,0,0
6654,0,3,0,0,7,0,0,11,22,1,1,1,12,0,0,7,1,0,7,1,11,0,23,0,1,0,0,0
5072,1,2,0,0,6,0,0,0,22,1,0,1,149,0,0,6,1,0,6,1,0,0,8,1,1,0,0,0
6607,0,4,1,0,3,0,0,4,22,1,0,1,80,0,0,3,0,0,1,0,4,0,12,1,1,0,6,1
6600,1,2,1,0,5,0,0,2,22,1,0,1,0,0,0,5,1,0,2,0,2,0,17,1,1,0,0,0
5073,1,2,0,0,9,0,0,3,22,1,0,1,12,0,0,9,2,0,7,1,3,0,7,1,1,0,5,1
6572,0,2,0,0,4,0,0,0,22,1,0,1,53,0,0,4,0,0,6,1,0,0,22,1,1,0,2,0
6577,1,3,0,0,6,0,0,7,22,1,0,1,8,1,0,6,1,0,2,0,7,0,15,1,1,0,0,0
5112,0,3,0,0,9,3,0,19,22,1,0,1,65,0,0,9,2,0,4,0,19,0,8,0,1,0,0,0
5110,0,3,0,0,2,0,2,3,20,1,1,1,230,0,0,2,0,0,2,0,3,0,64,1,1,0,0,0
6579,0,2,0,0,4,0,0,9,22,1,1,1,8,1,0,4,0,0,4,0,9,0,6,1,1,0,0,0
6583,0,2,0,0,7,0,0,6,22,1,0,1,20,1,0,7,1,0,4,0,6,0,1,0,1,0,1,0
5100,1,2,0,0,10,0,0,2,22,1,0,1,32,0,0,10,2,0,7,1,2,0,33,0,1,0,0,0
5098,0,4,0,0,1,0,0,0,22,1,0,1,229,0,0,1,0,0,1,0,0,0,42,1,1,0,0,0
5095,0,2,1,0,4,0,0,2,22,1,1,1,75,1,0,4,0,0,6,1,2,0,18,0,1,0,0,0
5082,0,2,0,0,4,0,0,0,22,1,0,1,17,0,0,4,0,0,3,0,0,0,46,1,1,0,0,0
5081,0,3,0,0,2,0,0,3,22,1,1,1,13,0,0,2,0,0,2,0,3,0,2,1,1,0,1,0
6586,0,2,0,0,6,0,0,0,22,1,1,1,9,0,0,6,1,0,9,2,0,0,49,1,1,0,99,24
5079,0,3,1,0,2,0,0,2,22,1,1,1,5,0,0,2,0,0,2,0,2,0,2,1,1,0,0,0
6587,0,2,1,0,6,0,0,0,22,1,0,1,263,0,0,6,1,0,5,1,0,0,15,1,1,0,1,0
5077,0,3,0,2,9,0,0,8,22,1,0,1,70,0,0,9,2,0,7,1,8,0,1,1,1,0,0,0
5043,0,2,0,0,7,2,0,7,22,1,0,1,3,0,0,7,1,0,9,2,7,0,2,0,1,0,0,0
5041,0,3,1,0,1,1,0,3,45,1,1,1,100,0,0,1,0,0,2,0,3,0,28,1,1,0,0,0
5036,0,2,0,0,7,0,0,4,22,1,0,1,62,0,0,7,1,0,6,1,4,0,3,0,1,0,0,1
6710,0,2,0,0,1,0,0,3,22,1,0,1,62,0,0,1,0,0,2,0,3,0,19,1,1,0,0,0
4995,0,4,0,0,1,0,0,1,22,1,1,1,2,1,0,1,0,0,1,0,1,0,36,1,1,0,0,0
6871,1,3,0,0,7,0,0,5,22,1,0,1,267,0,0,7,1,0,4,0,5,0,0,0,1,0,11,0
6717,0,4,0,0,1,0,0,5,22,1,1,1,17,0,0,1,0,0,1,0,5,0,1,1,1,0,0,0
4984,0,3,0,0,10,0,0,6,24,1,1,1,37,0,0,10,2,0,5,1,6,0,2,0,1,0,0,0
4975,0,3,0,0,9,2,2,16,22,1,0,1,9,0,0,9,2,0,6,1,16,0,13,0,1,0,1,0
4974,0,5,1,0,6,0,0,9,22,1,1,1,17,0,0,6,1,0,4,0,9,0,15,1,1,0,0,0
4959,0,2,0,0,2,0,0,0,22,1,1,1,32,0,0,2,0,0,5,1,0,0,4,1,1,0,0,0
4953,1,6,0,0,8,0,0,11,22,1,0,1,10,0,0,8,2,0,2,0,11,0,43,1,1,0,11,2
4951,0,3,0,0,8,0,0,6,22,1,0,1,65,0,0,8,2,0,4,0,6,0,3,1,1,0,36,29
4945,0,3,0,0,2,0,0,3,22,1,0,1,32,0,0,2,0,0,2,0,3,0,1,1,1,0,0,0
6732,1,2,0,0,2,0,0,0,22,1,1,1,75,1,0,2,0,0,2,0,0,0,29,1,1,0,0,0
6738,0,3,0,0,7,1,0,14,22,1,0,1,70,0,0,7,1,0,7,1,14,0,7,0,0,0,2,0
4943,0,2,1,0,3,0,0,0,22,1,1,1,9,0,0,3,0,0,5,1,0,0,11,1,1,0,16,3
6740,0,2,0,0,10,0,0,2,22,1,0,1,68,0,0,10,2,0,5,1,2,0,5,1,1,0,15,3
4939,0,3,0,0,2,0,0,7,22,1,0,1,30,0,0,2,0,0,1,0,7,0,2,1,1,0,1,0
6712,0,2,1,0,9,0,0,0,22,1,0,1,59,0,0,9,2,0,9,2,0,0,13,1,1,0,3,23
4996,0,3,1,0,6,0,0,11,22,1,1,1,9,1,0,6,1,0,4,0,11,0,3,1,1,0,2,0
6658,0,2,0,0,9,0,2,0,22,1,0,1,71,0,0,9,2,0,9,2,0,0,3,1,1,0,0,0
6708,0,3,0,0,1,0,0,2,22,1,1,1,62,0,0,1,0,0,1,0,2,0,29,0,1,0,0,0
5023,0,2,0,0,8,0,2,8,22,1,0,1,7,0,0,8,2,0,7,1,8,0,10,0,1,0,0,0
6662,0,2,0,0,2,0,0,5,22,1,0,1,8,0,0,2,0,0,2,0,5,0,7,1,1,0,7,0
6664,0,2,0,0,6,0,0,2,22,1,0,1,8,0,0,6,1,0,5,1,2,0,15,1,1,0,0,0
5020,0,4,0,0,1,0,0,3,22,1,0,1,8,0,0,1,0,0,1,0,3,0,38,1,1,0,0,0
6670,0,4,0,0,6,0,3,12,22,1,0,1,18,1,0,6,1,0,3,0,12,0,14,1,1,0,0,0
6678,0,3,1,0,4,0,0,3,22,1,1,1,37,0,0,4,0,0,3,0,3,0,6,0,1,0,0,0
5017,0,5,0,0,1,0,0,0,22,1,0,1,8,0,0,1,0,0,1,0,0,0,26,1,1,0,4,1
6681,0,2,0,1,8,0,0,5,24,1,0,1,264,1,0,8,2,0,6,1,5,0,2,0,1,0,10,0
5012,0,3,0,0,1,0,0,2,22,1,1,1,107,0,0,1,0,0,2,0,2,0,13,1,1,0,0,0
6687,1,2,0,0,8,0,0,1,22,1,1,1,2,1,0,8,2,0,3,0,1,0,16,1,1,0,0,0
5007,0,2,1,0,5,0,0,0,22,1,0,1,96,0,0,5,1,0,5,1,0,0,7,0,1,0,0,0
5006,0,3,0,0,3,0,0,0,22,1,1,1,13,0,0,3,0,0,2,0,0,0,3,1,1,0,0,0
5005,0,3,1,0,6,1,0,16,25,1,0,1,10,0,0,6,1,0,3,0,16,0,3,1,1,0,0,0
6697,0,3,0,0,8,0,0,9,22,1,0,1,39,0,0,8,2,0,5,1,9,0,1,1,1,0,3,0
5004,0,2,0,0,10,1,0,3,22,1,0,1,1,0,0,10,2,0,10,2,3,0,3,0,1,0,10,0
4992,0,3,0,0,7,0,1,11,22,1,0,1,18,0,0,7,1,0,5,1,11,0,13,0,1,0,0,0
4809,1,3,0,0,2,0,0,3,22,1,0,1,27,0,0,2,0,0,2,0,3,0,6,1,1,0,0,0
4837,0,5,0,0,7,0,0,8,22,1,1,1,25,1,0,7,1,0,5,1,8,0,78,1,0,0,2,0
4596,0,3,1,0,3,0,0,5,22,1,0,1,34,0,0,3,0,0,2,0,5,0,5,1,1,0,0,0
4610,0,2,1,0,7,0,0,7,13,1,0,1,37,0,0,7,1,0,5,1,7,0,11,1,1,0,1,25
7111,0,5,0,0,6,0,0,31,20,1,0,1,70,0,0,6,1,0,7,1,31,0,8,0,1,0,0,0
4606,0,2,0,0,5,0,0,0,22,1,0,1,10,0,0,5,1,0,6,1,0,0,12,1,1,0,0,0
4604,1,3,1,0,1,0,0,3,22,1,0,1,38,0,0,1,0,0,1,0,3,0,31,1,1,0,0,0
4603,0,2,0,0,10,1,0,6,22,1,0,1,3,1,0,10,2,0,9,2,6,0,1,1,1,0,3,0
